Transaction_id,customer_id,Date,Product,Gender,Device_Type,Country,State,City,Category,Customer_Login_type,Delivery_Type, Quantity ,Transaction Start,Transaction_Result,Amount US$,Individual_Price_US$,Year_Month,Time
48717,1157824673,26/11/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,Normal Delivery,13,1,1,"1,270",98,13-Nov,03:24:54
49203,1233086996,27/11/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,20,1,1,"4,127",206,13-Nov,18:27:47
50014,2103810425,28/11/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,14,1,1,"2,199",157,13-Nov,17:22:53
50615,1701130146,28/11/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,12,1,1,"1,699",142,13-Nov,11:53:04
51054,1708562250,29/11/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,20,1,1,0,0,13-Nov,19:34:58
51395,1845769101,29/11/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,12,1,1,249,21,13-Nov,14:28:59
52666,1950083077,30/11/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,Normal Delivery,18,1,0,"3,499",194,13-Nov,00:27:05
52832,1856040536,30/11/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,20,1,0,"1,950",98,13-Nov,23:21:18
53247,1442556982,01/12/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,12,1,0,"7,074",590,13-Dec,14:57:55
54548,1764118897,02/12/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,20,1,1,"1,000",50,13-Dec,01:55:58
54623,2111932607,02/12/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,12,1,1,753,63,13-Dec,10:49:12
57452,2283642167,04/12/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,20,1,0,"1,220",61,13-Dec,02:16:58
58866,1888053072,06/12/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,Normal Delivery,18,1,1,"2,300",128,13-Dec,02:33:53
59874,2111297565,07/12/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,14,1,1,299,21,13-Dec,09:04:21
61744,1233793305,09/12/2013,Hair Band,Female,Web,United States,Washington,Seattle,Accessories,Member,one-day deliver,20,1,0,500,25,13-Dec,08:33:16
76028,1645228017,21/12/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,16,1,1,641,40,13-Dec,02:17:55
17894,1610000572,10/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,1,"1,647",137,13-Oct,02:25:23
17949,2217960309,10/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,0,0,0,13-Oct,23:07:07
17951,2219304866,10/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,"5,298",241,13-Oct,14:35:30
18016,1980331295,10/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,19,1,1,"4,509",237,13-Oct,23:48:35
18902,1847892475,12/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,0,0,13-Oct,22:03:56
18967,1649911553,13/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,1,"1,499",88,13-Oct,18:22:40
19180,1903809905,13/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"2,000",125,13-Oct,11:56:21
19203,1411855932,13/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,21,1,1,"3,260",155,13-Oct,16:25:06
19340,1769953196,13/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,19,1,1,"17,837",939,13-Oct,10:03:09
19404,1568148818,14/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,14,1,1,"1,016",73,13-Oct,09:19:41
19427,1751652831,14/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,14,1,1,"4,628",331,13-Oct,10:31:56
19592,2231859892,14/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,570,29,13-Oct,11:46:08
19932,1535745421,15/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,1,"3,000",250,13-Oct,07:58:51
20055,1922087137,15/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,"5,573",253,13-Oct,12:31:49
20315,2262467094,15/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,19,1,0,"5,349",282,13-Oct,23:26:02
20321,2268641437,15/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,0,"2,500",156,13-Oct,14:30:00
20436,1727052876,15/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,Normal Delivery,15,1,1,"6,900",460,13-Oct,10:29:59
20535,1674613702,15/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,21,1,1,"1,794",85,13-Oct,12:28:54
20693,1921733731,16/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,0,"6,000",500,13-Oct,16:07:36
22314,1936150747,18/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,584,29,13-Oct,06:05:15
22421,1229841159,18/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,21,1,1,"5,217",248,13-Oct,09:08:49
22458,1586690479,19/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,13,1,1,300,23,13-Oct,23:39:23
22682,1848085677,19/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"1,999",125,13-Oct,03:50:06
22740,1872369353,19/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,0,699,44,13-Oct,18:21:08
22907,1519749240,19/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,499,28,13-Oct,14:28:06
23261,1439048077,20/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,21,1,1,"7,395",352,13-Oct,13:32:56
23490,1361902722,20/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,13,1,1,"1,999",154,13-Oct,09:16:10
23501,1535495415,20/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,299,14,13-Oct,12:19:33
23647,1426412764,21/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,0,0,13-Oct,11:37:23
24184,2089909446,22/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"1,499",83,13-Oct,14:23:42
24329,1877861798,22/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"2,000",125,13-Oct,14:43:02
24339,2038650277,22/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,274,17,13-Oct,08:48:44
24375,1354478949,22/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,19,1,0,"3,233",170,13-Oct,12:03:58
24797,1745486469,23/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"3,998",267,13-Oct,09:37:42
24861,1780473175,23/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,"2,500",125,13-Oct,11:19:59
24901,2059377097,23/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,13,1,1,"1,697",131,13-Oct,04:32:39
24938,1203874789,23/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,"2,995",150,13-Oct,04:54:55
25156,1385115526,23/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"6,049",378,13-Oct,12:55:34
25186,1716161886,23/10/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Member,one-day deliver,19,1,1,"2,733",144,13-Oct,04:20:58
25398,1755787126,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,21,1,1,"3,541",169,13-Oct,02:09:37
25402,1813834993,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,0,"2,899",145,13-Oct,11:26:54
25407,1296910577,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,800,36,13-Oct,20:01:07
25558,1307863249,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,19,1,1,"1,136",60,13-Oct,12:02:03
25575,1368308030,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"7,100",473,13-Oct,14:38:09
25608,2130350276,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,21,1,1,"2,300",110,13-Oct,01:43:58
25657,1509476167,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"8,000",500,13-Oct,18:31:54
25674,1582647133,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"5,391",359,13-Oct,05:12:54
25740,1804706036,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,13,1,1,"3,086",237,13-Oct,18:51:36
25742,2187463403,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"6,915",432,13-Oct,07:04:38
25766,1347112776,24/10/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"4,845",323,13-Oct,09:34:20
25772,1437947688,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"1,898",127,13-Oct,13:45:21
25807,2305093267,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,799,53,13-Oct,10:44:01
25876,1187138220,24/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"16,563",920,13-Oct,16:57:02
26020,1526809746,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,19,1,1,0,0,13-Oct,12:29:10
26119,1769795719,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,19,1,1,"1,019",54,13-Oct,23:34:02
26137,1635558632,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"3,500",219,13-Oct,19:58:58
26208,1738942905,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,1,"1,399",117,13-Oct,03:47:36
26308,1410194024,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,0,834,70,13-Oct,04:20:50
26335,1160940028,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,199,11,13-Oct,09:25:08
26369,1746584750,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"2,995",166,13-Oct,16:45:31
26424,1522621488,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,1,"2,399",200,13-Oct,16:00:52
26454,2125751489,25/10/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,79,4,13-Oct,21:23:44
26483,1489315613,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,23,1,1,"3,538",154,13-Oct,23:57:11
26486,1666724676,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"1,499",100,13-Oct,21:28:35
26509,2189874217,25/10/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Member,one-day deliver,13,1,1,"2,902",223,13-Oct,05:25:08
26546,1635266068,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,"12,099",550,13-Oct,08:12:32
26596,2211476182,25/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,14,1,1,0,0,13-Oct,10:54:01
26614,1781348395,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"1,400",78,13-Oct,15:01:48
26619,2095823625,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,17,1,0,"5,067",298,13-Oct,02:21:27
26663,1711343218,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,299,17,13-Oct,10:27:11
26674,2120286092,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,"3,199",145,13-Oct,22:10:48
26683,1872482940,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,21,1,1,"15,000",714,13-Oct,15:09:30
26727,2297605369,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,1,525,44,13-Oct,04:27:00
26791,1839012632,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,1,"3,943",329,13-Oct,21:52:43
26852,1373320762,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,0,699,58,13-Oct,23:51:43
26894,1257564914,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,1,"23,580","1,387",13-Oct,01:44:32
26965,1510550268,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"2,660",148,13-Oct,08:33:37
27077,1199502042,26/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,449,25,13-Oct,22:17:10
27218,2156169962,27/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,19,1,1,0,0,13-Oct,13:12:09
27310,1954102314,27/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,14,1,0,"1,868",133,13-Oct,23:34:40
27345,2130010644,27/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"7,390",493,13-Oct,01:00:40
27428,1963053925,27/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,0,"4,900",245,13-Oct,06:45:51
27462,2071493983,27/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,"2,159",108,13-Oct,17:30:00
27489,1320672813,27/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,"1,299",59,13-Oct,22:24:26
27499,1695805349,27/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,20,1,1,"1,300",65,13-Oct,05:40:18
27542,1900237464,27/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,"28,999","1,318",13-Oct,04:06:52
27613,1619092702,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,0,0,13-Oct,18:12:46
27618,1289352163,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,0,0,13-Oct,15:35:55
27750,1323739277,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,0,"7,740",455,13-Oct,19:56:38
27775,2226790884,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,0,"2,186",99,13-Oct,12:41:01
27796,1393294744,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,Normal Delivery,13,1,0,"3,395",261,13-Oct,22:58:14
27845,2139204022,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"1,099",61,13-Oct,03:20:19
27861,2020268786,28/10/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"1,692",94,13-Oct,01:57:27
27899,1862956698,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,14,1,1,0,0,13-Oct,14:04:05
27957,2113927830,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"3,671",204,13-Oct,22:55:44
28033,1675829767,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"3,689",231,13-Oct,00:34:21
28105,1719948130,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,21,1,1,"14,594",695,13-Oct,03:31:00
28109,1547453903,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"1,150",64,13-Oct,17:50:12
28163,1461758289,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,14,1,1,454,32,13-Oct,12:36:48
28285,2220923299,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,"18,900",859,13-Oct,14:46:50
28287,1715832365,28/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,0,0,13-Oct,21:23:31
28334,2202960710,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,1,0,0,13-Oct,12:53:33
28355,2112762380,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,18,1,1,"1,000",56,13-Oct,06:37:43
28370,2252528268,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,0,"1,499",83,13-Oct,00:40:21
28432,1229037895,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,21,1,1,515,25,13-Oct,12:30:43
28459,1305708365,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,0,"2,432",143,13-Oct,01:20:44
28546,1486275074,29/10/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"5,724",382,13-Oct,03:40:46
28555,1177016569,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,20,1,1,"2,593",130,13-Oct,18:30:03
28612,2231801682,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"2,498",156,13-Oct,10:56:27
28646,1263534494,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,Normal Delivery,13,1,1,0,0,13-Oct,10:11:09
28659,1917204751,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,23,1,1,749,33,13-Oct,10:13:31
28679,1444759876,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,"1,000",50,13-Oct,23:28:03
28680,1801177080,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,20,1,1,999,50,13-Oct,21:55:21
28717,1165185741,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,12,1,0,757,63,13-Oct,07:17:19
28776,1899198098,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,600,38,13-Oct,08:27:42
28793,1778914743,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,0,"6,545",385,13-Oct,01:39:17
28833,1673189207,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,1,499,29,13-Oct,01:05:12
28895,1172513279,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,16,1,1,"12,396",775,13-Oct,17:59:51
28916,2053987159,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"4,500",250,13-Oct,16:41:11
28963,1212640624,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"2,341",130,13-Oct,05:38:00
28988,2053586342,29/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,13,1,1,"2,190",168,13-Oct,23:17:24
29101,1611887877,30/10/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,1,"4,279",252,13-Oct,08:07:41
29230,1314068798,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,1,"7,595",447,13-Oct,23:57:05
29250,1331954603,30/10/2013,Jean,Female,Web,United States,New York,New York City,Clothing,Member,Normal Delivery,14,1,0,"2,350",168,13-Oct,06:49:56
29379,2228662543,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,18,1,1,"1,833",102,13-Oct,06:34:34
29385,2004426342,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,Normal Delivery,14,1,1,0,0,13-Oct,06:35:04
29401,1509175728,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,15,1,1,"22,452","1,497",13-Oct,04:45:30
29490,1793755481,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,14,1,0,"8,939",639,13-Oct,14:42:52
29546,1324607132,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Guest,one-day deliver,21,1,0,"1,699",81,13-Oct,09:06:43
29560,1382495835,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,0,"5,999",353,13-Oct,05:32:40
29806,1186382531,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,22,1,1,710,32,13-Oct,07:27:33
29816,1506817852,30/10/2013,Shirt,Male,Web,United States,New York,New York City,Clothing,Member,one-day deliver,17,1,0,"1,000",59,13-Oct,14:19:19
